time_s,duration,swara
30.676462585034013,1.0390929705208478,S3
30.693877551020407,1.0448979591829755,R3
30.702585034013605,1.1377777777770177,S3
30.79836734693877,1.1900226757361665,R3
30.853514739229023,1.198730158729358,S3
30.86512471655329,1.2741950113370173,R3
31.91873015873016,0.005804988662127641,D2
31.924535147392287,0.09287981859404226,N2
32.01451247165533,0.10739229024936137,D2
32.03192743764173,0.11609977324255283,N2
32.04353741496599,0.1277097505668081,D2
32.05804988662132,0.13351473922893575,N2
32.066757369614514,0.1393197278910634,D2
32.07546485260771,0.2118820861676589,N2
32.15092970521542,0.2234920634919142,D2
32.16544217687075,0.24961451247148858,N2
32.496326530612244,0.01741496598640424,G3
32.51374149659864,0.13351473922909918,R3
32.63274376417234,0.13641723356016655,G3
32.63854875283447,0.17995464852617715,R3
32.68498866213152,0.217687074830053,G3
32.72562358276644,0.23219954648538987,R3
32.743038548752835,0.25541950113392886,G3
33.70086167800453,0.08997732426330884,G3
33.790839002267575,0.21478458049951143,R3
33.91854875283447,0.22929705215488383,G3
34.62095238095238,0.0029024943310673734,P3
34.62385487528345,0.10739229024949282,D3
34.73124716553288,0.12480725623589706,P3
34.75156462585034,0.2728344671203331,D3
34.90249433106576,0.38603174603196067,N3
35.01859410430839,0.458594104308645,D3
35.0940589569161,0.4934240362814535,N3
35.131791383219955,0.5137414965989251,D3
35.1956462585034,0.24380952380965937,S4
36.10993197278912,0.040634920634744276,N3
36.150566893424035,0.25832199546373147,D3
36.99519274376417,0.005804988662134747,G3
37.00099773242631,0.06965986394561696,M3
37.06775510204081,0.08997732426308858,G3
37.09097505668935,0.17124716553297503,M3
37.17514739229025,0.20027210884364877,G3
37.207074829931976,0.24671201814072674,M3
37.29995464852608,0.0029024943310531626,R3
37.302857142857135,0.020317460317372138,G3
37.32317460317461,0.32217687074690105,R3
37.62793650793651,0.5485714285690477,S3
38.20263038548753,0.26993197278926573,D2
38.47256235827665,0.5572789115649357,P2
39.19238095238095,0.07836734693881908,G2
39.27074829931973,0.10448979591842544,M2
39.299773242630394,0.22349206349218775,P2
39.421678004535146,0.36571428571448905,D2
39.56680272108844,0.38603174603196067,N2
40.010884353741496,0.0029024943310673734,N2
40.01378684807256,0.1538321995465708,D2
40.16761904761905,0.23800453514752462,P2
40.25469387755101,0.44117913832224076,D2
40.46077097505669,0.46439909297077975,N2
40.48689342403628,0.551473922902801,S3
40.61750566893424,0.01741496598640424,G3
40.63492063492063,0.11900226757376231,R3
40.739410430839,0.15673469387763816,G3
40.78004535147392,0.264126984127131,M3
40.89034013605442,0.27863945578246785,G3
40.90775510204082,0.4702040816329145,M3
41.102222222222224,0.48471655328825136,G3
41.11963718820862,0.5601814058960031,M3
41.19800453514739,0.5921088435377442,G3
41.23283446712018,0.6240362811794853,R3
41.267664399092965,0.6443537414969569,G3
41.2908843537415,0.7169160997736412,R3
41.366349206349206,0.769160997732854,S3
41.52308390022676,0.09868480725653228,M3
41.62176870748299,0.11609977324297915,G3
41.64208616780046,0.13351473922942603,M3
41.66240362811792,0.24380952381025622,P3
41.77560090702948,0.34829931972893746,D3
41.882993197278914,0.37732426303968225,N3
41.914920634920634,0.5572789115662999,S4
42.25160997732426,0.13931972789123392,S4
42.39092970521543,0.2292970521543225,N3
42.483809523809526,0.3047619047620742,D3
42.5621768707483,0.4382766439911734,P3
42.69859410430839,0.5979138321998789,M3
42.86113378684807,0.6182312925173505,G3
42.97433106575964,0.005804988662120536,G3
42.98013605442177,0.15092970521513394,R3
43.12816326530612,0.24090702947800224,S3
43.26748299319728,0.12480725623559152,S3
43.39229024943311,0.1451247165530134,N2
43.415510204081635,0.29315192743708707,D2
43.566439909297046,0.3976417233552567,P2
43.9524716553288,0.03192743764166295,M2
43.98439909297052,0.0725623582765067,G2
44.0279365079365,0.08997732426286831,M2
44.04825396825397,0.08997732426286831,G2
44.05115646258504,0.08997732426286831,M2
44.054058956916094,0.09287981859392858,G2
44.05986394557823,0.10448979591816965,M2
44.07437641723356,0.19736961451209822,P2
44.170158730158725,0.3541043083893527,D2
44.32979591836735,0.3831292516999554,N2
44.36172335600907,0.5369614512461496,S3
44.51845804988663,0.5688888888878125,R3
44.553287981859405,0.5717913832188728,S3
44.666485260770976,0.10739229024949282,S3
44.773877551020405,0.12190476190482968,N2
44.7912925170068,0.12480725623589706,D2
44.79709750566894,0.15963718820870554,N2
44.83482993197279,0.26993197278926573,D2
44.94802721088436,0.3512018140591522,P2
45.03219954648526,0.412154195011567,D2
45.09605442176871,0.4382766439911734,N2
45.125079365079365,0.528253968254262,D2
45.21795918367347,0.551473922902801,N2
45.24408163265306,0.6559637188212264,S3
45.39791383219954,0.011609977324297915,G3
45.409523809523805,0.08997732426330884,R3
45.49079365079365,0.13351473922942603,G3
45.53723356009071,0.24090702947918174,M3
45.6475283446712,0.24961451247240518,G3
45.65913832199546,0.5369614512487786,M3
45.949387755102045,0.551473922904151,G3
45.966802721088435,0.5746938775527468,R3
45.99292517006803,0.618231292518864,G3
46.03936507936508,0.6820861678025025,R3
46.364444444444445,0.11029478458056019,M3
46.47473922902494,0.2089795918368509,P3
46.57632653061225,0.2525170068028615,D3
46.6227664399093,0.2525170068028615,N3
46.625668934240366,0.2525170068028615,D3
47.072653061224486,0.12480725623589706,S4
47.19746031746032,0.26993197278926573,N3
47.34548752834466,0.3047619047620742,D3
47.38321995464853,0.3802267573698259,P3
47.46158730158729,0.3947392290251628,D3
47.50512471655329,0.15963718820870554,M3
47.6647619047619,0.1857596371883119,G3
47.77505668934241,0.005804988662134747,G3
47.78086167800453,0.07836734693881908,R3
47.85632653061224,0.11609977324269494,G3
47.896961451247165,0.17124716553297503,R3
47.95501133786848,0.2525170068028615,S3
48.08272108843538,0.1277097505666518,S3
48.21043083900227,0.1538321995461942,N2
48.23945578231292,0.30185941043026787,D2
48.39038548752834,0.4266666666658594,P2
51.11292517006803,0.464399092968506,M2
51.577324263038555,0.4731065759616655,P2
51.58893424036281,0.5224489795895693,D2
51.641179138322,0.5688888888864199,N2
51.69052154195011,0.7488435374117159,D2
51.87337868480726,0.8504308389985766,P2
51.977868480725625,0.928798185937012,D2
52.05913832199546,1.015873015868607,P2
52.149115646258494,1.0390929705170322,D2
52.175238095238086,1.053605442172298,N2
52.19265306122449,1.1842176870696903,S3
52.32616780045352,1.3003174603118168,N2
52.44517006802721,1.3873922902434117,D2
52.53514739229025,1.4135147392228902,N2
52.5641723356009,1.5121995464786977,D2
52.66575963718821,1.5557369614444951,N2
52.71219954648526,1.6399092970450369,D2
52.79927437641724,1.677641723348728,N2
52.83990929705215,1.6892517006729406,S3
53.47265306122449,0.046439909297077975,G3
53.519092970521534,0.10739229024949282,R3
53.58294784580498,0.17995464852617715,S3
53.6584126984127,0.22058956916112038,R3
53.701950113378686,0.31056689342420896,S3
53.79482993197279,0.32217687074847845,R3
53.80934240362812,0.4063492063494323,S3
53.896417233560086,0.5834013605445421,R3
54.07637188208617,0.6008163265309463,S3
54.09668934240362,0.606621315193081,R3
54.10539682539682,1.2770975056696443,S3
54.77877551020408,1.3815873015880697,N2
54.886167800453514,1.6660317460326723,D2
55.173514739229034,1.7240816326540198,N2
55.23446712018141,1.7676190476200304,S3
55.280907029478456,1.8314739229035126,N2
55.34766439909297,1.9156462585044665,D2
55.92526077097506,0.11900226757376231,S3
56.04426303854876,0.25832199546499623,N2
56.18648526077098,0.29024943310673734,D2
56.221315192743766,0.3512018140591522,N2
56.285170068027206,0.42086167800476915,D2
56.357732426303855,0.45278911564651025,N2
56.39256235827664,0.505034013605723,S3
56.44770975056689,0.6240362811794853,N2
56.56961451247166,1.0245804988667828,S3
56.9730612244898,1.041995464853187,N2
56.99337868480725,1.1145578231298714,S3
57.123990929705215,0.0870748299320212,M3
57.211065759637194,0.24380952380965937,G3
57.37070294784581,0.4789115646261166,R3
57.6087074829932,0.49922902494358823,G3
57.63192743764172,0.7778684807260561,M3
57.91346938775511,0.7894784580503256,G3
57.92798185941042,1.0507029478463892,M3
58.19210884353742,1.0623129251706587,G3
58.206621315192734,1.088435374150265,M3
58.2356462585034,1.1058503401366693,P3
58.25596371882087,1.2016326530618926,D3
58.3546485260771,1.2770975056696443,P3
58.43301587301588,1.6428117913841334,M3
58.801632653061226,1.663129251701605,P3
58.82485260770975,1.7443990929714914,D3
58.909024943310655,1.802448979592839,P3
58.96997732426304,2.144943310658789,M3
59.31537414965987,2.1942857142869343,G3
59.36761904761905,2.3916553287995157,M3
59.567891156462586,2.4758276644004695,G3
59.65496598639456,2.7631746031761395,R3
59.945215419501125,2.7951020408178806,G3
59.980045351473926,2.8415419501149586,M3
60.02938775510204,2.8879818594120366,G3
